,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,model.init.k,Condensing Ratio,Metric,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method,model.init.modified,model.init.C,model.init.class_weight,model.init.fit_intercept,model.init.max_iter,model.init.penalty,model.init.solver,model.init.tol,id,model.init.gamma,model.init.kernel
1432,train,deckard.base.experiment.Experiment,56adf2e1a88f7efb708c91b37791584d,DDoS,cpu,56adf2e1a88f7efb708c91b37791584d,56adf2e1a88f7efb708c91b37791584d,k-SVC,56adf2e1a88f7efb708c91b37791584d,56adf2e1a88f7efb708c91b37791584d,0.5,17.269388197455342,cpu,1725648134.8374496,1725648125.4085283,9.62754926,0.0962754926,cpu,1725648125.4082596,1725648109.7663472,16.0280853,0.053426951,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,56adf2e1a88f7efb708c91b37791584d,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,Ratio,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,67.87942350011312,,,,,,,56adf2e1a88f7efb708c91b37791584d,scale,rbf
1433,train,deckard.base.experiment.Experiment,58494bf3de254ffc1c5bdb791c8b8df6,DDoS,cpu,58494bf3de254ffc1c5bdb791c8b8df6,58494bf3de254ffc1c5bdb791c8b8df6,k-SVC,58494bf3de254ffc1c5bdb791c8b8df6,58494bf3de254ffc1c5bdb791c8b8df6,0.41,20.378149936123567,cpu,1725648745.6664078,1725648733.1757302,13.88857488,0.1388857488,cpu,1725648733.1755707,1725648715.289166,19.92029055,0.0664009685,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,8,True,True,100,300,deckard.base.files.FileConfig,data,538b9e6cdc5006a7e7934602adccc113,.pkl,ddos,58494bf3de254ffc1c5bdb791c8b8df6,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,8,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,95.1315543155976,,,,,,,58494bf3de254ffc1c5bdb791c8b8df6,scale,precomputed
1434,train,deckard.base.experiment.Experiment,5afe4dbbfd6fdb2dd8017a798075d6fb,DDoS,cpu,5afe4dbbfd6fdb2dd8017a798075d6fb,5afe4dbbfd6fdb2dd8017a798075d6fb,k-SVC,5afe4dbbfd6fdb2dd8017a798075d6fb,5afe4dbbfd6fdb2dd8017a798075d6fb,0.66,11.743183974269632,cpu,1725649569.8753943,1725649559.0953002,11.11122503,0.1111122503,cpu,1725649559.0949535,1725649544.6735866,14.71754097,0.0490584699,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,10,True,True,100,300,deckard.base.files.FileConfig,data,f38e059cf121c82b757ac18a4a125b93,.pkl,ddos,5afe4dbbfd6fdb2dd8017a798075d6fb,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,10,True,True,100,300,Label,,,1,Ratio,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,137.21842867766117,,,,,,,5afe4dbbfd6fdb2dd8017a798075d6fb,auto,rbf
1435,train,deckard.base.experiment.Experiment,5efdd9c03e44a098ff82dae84d071277,DDoS,cpu,5efdd9c03e44a098ff82dae84d071277,5efdd9c03e44a098ff82dae84d071277,k-SVC,5efdd9c03e44a098ff82dae84d071277,5efdd9c03e44a098ff82dae84d071277,0.01,34.193780433702365,cpu,1725648471.5173154,1725648418.889447,63.13640561,0.6313640561,cpu,1725648418.8887231,1725648337.568059,97.13606865,0.3237868955,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,5efdd9c03e44a098ff82dae84d071277,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,LZMA,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,61.23992992095344,,,,,,,5efdd9c03e44a098ff82dae84d071277,auto,precomputed
1436,train,deckard.base.experiment.Experiment,5f82ef46c925e00a479c8b66f9e7e6a7,DDoS,cpu,5f82ef46c925e00a479c8b66f9e7e6a7,5f82ef46c925e00a479c8b66f9e7e6a7,k-SVC,5f82ef46c925e00a479c8b66f9e7e6a7,5f82ef46c925e00a479c8b66f9e7e6a7,1.0,9.992007221626413e-16,cpu,1725648570.5710185,1725648558.5321617,13.51309816,0.1351309816,cpu,1725648558.5320072,1725648540.2635503,20.45671639,0.0681890546333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,4,True,True,100,300,deckard.base.files.FileConfig,data,1042a7a8828607581b2b26dc5ef28991,.pkl,ddos,5f82ef46c925e00a479c8b66f9e7e6a7,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,4,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,80.76232340893523,,,,,,,5f82ef46c925e00a479c8b66f9e7e6a7,auto,rbf
1437,train,deckard.base.experiment.Experiment,610c4bc25279bc5161a5f0c247b38fef,DDoS,cpu,610c4bc25279bc5161a5f0c247b38fef,610c4bc25279bc5161a5f0c247b38fef,k-SVC,610c4bc25279bc5161a5f0c247b38fef,610c4bc25279bc5161a5f0c247b38fef,0.99,0.3453957599234096,cpu,1725648213.8721197,1725648201.5880194,13.76728908,0.1376728908,cpu,1725648201.5876167,1725648184.6424248,18.99600769,0.0633200256333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,610c4bc25279bc5161a5f0c247b38fef,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,129.344541116568,,,,,,,610c4bc25279bc5161a5f0c247b38fef,auto,rbf
1438,train,deckard.base.experiment.Experiment,659d195990ed594e2215695da4d6ea0f,DDoS,cpu,659d195990ed594e2215695da4d6ea0f,659d195990ed594e2215695da4d6ea0f,k-SVC,659d195990ed594e2215695da4d6ea0f,659d195990ed594e2215695da4d6ea0f,0.99,0.3453957599234096,cpu,1725648368.1576097,1725648355.971584,13.57040438,0.1357040438,cpu,1725648355.971377,1725648337.5502584,20.55757786,0.0685252595333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,659d195990ed594e2215695da4d6ea0f,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,112.36207355846838,,,,,,,659d195990ed594e2215695da4d6ea0f,auto,rbf
1439,train,deckard.base.experiment.Experiment,674e8bbbdb1192bf8b19dc1c7f751fdd,DDoS,cpu,674e8bbbdb1192bf8b19dc1c7f751fdd,674e8bbbdb1192bf8b19dc1c7f751fdd,k-SVC,674e8bbbdb1192bf8b19dc1c7f751fdd,674e8bbbdb1192bf8b19dc1c7f751fdd,0.01,34.193780433702365,cpu,1725648471.3213844,1725648418.7577343,62.89528092,0.6289528092,cpu,1725648418.7557774,1725648337.5506356,96.87877595,0.3229292531666666,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,674e8bbbdb1192bf8b19dc1c7f751fdd,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,LZMA,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,26.691496810943104,,,,,,,674e8bbbdb1192bf8b19dc1c7f751fdd,auto,precomputed
1440,train,deckard.base.experiment.Experiment,6d870d74d36fcf872c90697590b0f993,DDoS,cpu,6d870d74d36fcf872c90697590b0f993,6d870d74d36fcf872c90697590b0f993,k-SVC,6d870d74d36fcf872c90697590b0f993,6d870d74d36fcf872c90697590b0f993,0.99,0.3453957599234096,cpu,1725648537.4362838,1725648525.613376,13.22588497,0.1322588497,cpu,1725648525.6132874,1725648508.0340655,19.63814215,0.0654604738333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,6d870d74d36fcf872c90697590b0f993,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,169.23943527968984,,,,,,,6d870d74d36fcf872c90697590b0f993,scale,rbf
1441,train,deckard.base.experiment.Experiment,6dcea3ba55e0a00a5e2c5da0c199336f,DDoS,cpu,6dcea3ba55e0a00a5e2c5da0c199336f,6dcea3ba55e0a00a5e2c5da0c199336f,k-SVC,6dcea3ba55e0a00a5e2c5da0c199336f,6dcea3ba55e0a00a5e2c5da0c199336f,0.01,34.193780433702365,cpu,1725648666.20469,1725648654.6942213,12.89440838,0.1289440838,cpu,1725648654.6940186,1725648636.9489958,19.80942766,0.0660314255333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,2,True,True,100,300,deckard.base.files.FileConfig,data,6d927a2d3adceaababddc75000b5d688,.pkl,ddos,6dcea3ba55e0a00a5e2c5da0c199336f,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,2,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,78.27910162783043,,,,,,,6dcea3ba55e0a00a5e2c5da0c199336f,auto,precomputed
1442,train,deckard.base.experiment.Experiment,4e259c1d2b48154dad8f10c585ff3d90,DDoS,cpu,4e259c1d2b48154dad8f10c585ff3d90,4e259c1d2b48154dad8f10c585ff3d90,k-SVC,4e259c1d2b48154dad8f10c585ff3d90,4e259c1d2b48154dad8f10c585ff3d90,1.0,9.992007221626413e-16,cpu,1725649580.3897865,1725649568.9754007,12.71194195,0.1271194195,cpu,1725649568.9752333,1725649551.2102883,19.85855907,0.0661951969,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,10,True,True,100,300,deckard.base.files.FileConfig,data,f38e059cf121c82b757ac18a4a125b93,.pkl,ddos,4e259c1d2b48154dad8f10c585ff3d90,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,10,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,70.17587817214721,,,,,,,4e259c1d2b48154dad8f10c585ff3d90,auto,rbf
1443,train,deckard.base.experiment.Experiment,70c2e5e959fce09113f92ebbf267fb4a,DDoS,cpu,70c2e5e959fce09113f92ebbf267fb4a,70c2e5e959fce09113f92ebbf267fb4a,k-SVC,70c2e5e959fce09113f92ebbf267fb4a,70c2e5e959fce09113f92ebbf267fb4a,0.99,0.3453957599234096,cpu,1725648256.481655,1725648244.371062,13.55831214,0.1355831214,cpu,1725648244.3709085,1725648227.3731236,18.94124652,0.0631374884,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,70c2e5e959fce09113f92ebbf267fb4a,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,88.05721221015435,,,,,,,70c2e5e959fce09113f92ebbf267fb4a,scale,rbf
1444,train,deckard.base.experiment.Experiment,762fac13d1b3b32d84273909e82c705a,DDoS,cpu,762fac13d1b3b32d84273909e82c705a,762fac13d1b3b32d84273909e82c705a,k-SVC,762fac13d1b3b32d84273909e82c705a,762fac13d1b3b32d84273909e82c705a,0.48,17.96024368509657,cpu,1725648363.4222214,1725648352.609817,11.1904609,0.111904609,cpu,1725648352.6087513,1725648337.5507362,15.43637217,0.0514545739,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,762fac13d1b3b32d84273909e82c705a,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,Hamming,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,26.779936807763367,,,,,,,762fac13d1b3b32d84273909e82c705a,auto,precomputed
1445,train,deckard.base.experiment.Experiment,77e06e26f4c0e2a788e1852e11bc1579,DDoS,cpu,77e06e26f4c0e2a788e1852e11bc1579,77e06e26f4c0e2a788e1852e11bc1579,k-SVC,77e06e26f4c0e2a788e1852e11bc1579,77e06e26f4c0e2a788e1852e11bc1579,1.0,9.992007221626413e-16,cpu,1725648330.1669877,1725648317.9449997,13.66115551,0.1366115551,cpu,1725648317.944844,1725648300.072163,19.96282216,0.0665427405333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,100,300,deckard.base.files.FileConfig,data,8f2c49a0567c76a8666aebfcf4e9b814,.pkl,ddos,77e06e26f4c0e2a788e1852e11bc1579,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,595.2545323676517,,,,,,,77e06e26f4c0e2a788e1852e11bc1579,scale,rbf
1446,train,deckard.base.experiment.Experiment,784448467d04c5bfe26f234e0d950f5e,DDoS,cpu,784448467d04c5bfe26f234e0d950f5e,784448467d04c5bfe26f234e0d950f5e,k-SVC,784448467d04c5bfe26f234e0d950f5e,784448467d04c5bfe26f234e0d950f5e,0.99,0.3453957599234096,cpu,1725648666.4832866,1725648654.6654782,13.23293386,0.1323293386,cpu,1725648654.6653934,1725648636.9646726,19.77682642,0.0659227547333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,784448467d04c5bfe26f234e0d950f5e,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,32.9210740479493,,,,,,,784448467d04c5bfe26f234e0d950f5e,auto,rbf
1447,train,deckard.base.experiment.Experiment,799b597c98a2f15944844aa26c579b31,DDoS,cpu,799b597c98a2f15944844aa26c579b31,799b597c98a2f15944844aa26c579b31,k-SVC,799b597c98a2f15944844aa26c579b31,799b597c98a2f15944844aa26c579b31,1.0,9.992007221626413e-16,cpu,1725648256.5108216,1725648244.7275136,13.14890437,0.1314890437,cpu,1725648244.7273788,1725648227.343098,19.47870529,0.0649290176333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,8,True,True,100,300,deckard.base.files.FileConfig,data,538b9e6cdc5006a7e7934602adccc113,.pkl,ddos,799b597c98a2f15944844aa26c579b31,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,8,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,63.05833011785948,,,,,,,799b597c98a2f15944844aa26c579b31,scale,rbf
1448,train,deckard.base.experiment.Experiment,7aefbbe815cfbfce748675fb51795c7f,DDoS,cpu,7aefbbe815cfbfce748675fb51795c7f,7aefbbe815cfbfce748675fb51795c7f,k-SVC,7aefbbe815cfbfce748675fb51795c7f,7aefbbe815cfbfce748675fb51795c7f,1.0,9.992007221626413e-16,cpu,1725648570.5161488,1725648558.5666428,16.94328015,0.1694328015,cpu,1725648558.5663166,1725648540.2799263,26.08760996,0.0869586998666666,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,8,True,True,100,300,deckard.base.files.FileConfig,data,538b9e6cdc5006a7e7934602adccc113,.pkl,ddos,7aefbbe815cfbfce748675fb51795c7f,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,8,True,True,100,300,Label,,,1,BZ2,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,94.91124333697078,,,,,,,7aefbbe815cfbfce748675fb51795c7f,auto,rbf
1449,train,deckard.base.experiment.Experiment,7fa1b7b947c229eee46be0cb01160ff2,DDoS,cpu,7fa1b7b947c229eee46be0cb01160ff2,7fa1b7b947c229eee46be0cb01160ff2,k-SVC,7fa1b7b947c229eee46be0cb01160ff2,7fa1b7b947c229eee46be0cb01160ff2,0.5,17.269388197455342,cpu,1725648252.5072412,1725648242.649448,10.11936214,0.1011936214,cpu,1725648242.649359,1725648227.3248217,15.82228066,0.0527409355333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,8,True,True,100,300,deckard.base.files.FileConfig,data,538b9e6cdc5006a7e7934602adccc113,.pkl,ddos,7fa1b7b947c229eee46be0cb01160ff2,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,8,True,True,100,300,Label,,,1,Hamming,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,69.48320805681327,,,,,,,7fa1b7b947c229eee46be0cb01160ff2,scale,rbf
1450,train,deckard.base.experiment.Experiment,80f4fb035034b81415e5e016c042d4a8,DDoS,cpu,80f4fb035034b81415e5e016c042d4a8,80f4fb035034b81415e5e016c042d4a8,k-SVC,80f4fb035034b81415e5e016c042d4a8,80f4fb035034b81415e5e016c042d4a8,0.99,0.3453957599234096,cpu,1725648570.2995677,1725648558.243224,13.50306297,0.1350306297,cpu,1725648558.242893,1725648540.2584753,20.10461807,0.0670153935666666,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,80f4fb035034b81415e5e016c042d4a8,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,74.01805281897556,,,,,,,80f4fb035034b81415e5e016c042d4a8,auto,rbf
1451,train,deckard.base.experiment.Experiment,856d43d5e31227f8ca358ef6047a97d6,DDoS,cpu,856d43d5e31227f8ca358ef6047a97d6,856d43d5e31227f8ca358ef6047a97d6,k-SVC,856d43d5e31227f8ca358ef6047a97d6,856d43d5e31227f8ca358ef6047a97d6,0.59,14.160898321913375,cpu,1725648174.1420586,1725648163.0066044,11.4774368,0.114774368,cpu,1725648163.006399,1725648146.5845292,16.85898649,0.0561966216333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,856d43d5e31227f8ca358ef6047a97d6,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,Levenshtein,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,43.15660361623949,,,,,,,856d43d5e31227f8ca358ef6047a97d6,scale,rbf
1452,train,deckard.base.experiment.Experiment,8653d9843ca48d52e1cad637cd3c098e,DDoS,cpu,8653d9843ca48d52e1cad637cd3c098e,8653d9843ca48d52e1cad637cd3c098e,k-SVC,8653d9843ca48d52e1cad637cd3c098e,8653d9843ca48d52e1cad637cd3c098e,0.99,0.3453957599234096,cpu,1725648504.7627478,1725648492.9918008,13.15847224,0.1315847224,cpu,1725648492.991622,1725648475.539607,19.55451165,0.0651817055,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,8653d9843ca48d52e1cad637cd3c098e,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,16.233236091399196,,,,,,,8653d9843ca48d52e1cad637cd3c098e,scale,rbf
1453,train,deckard.base.experiment.Experiment,881867ee9faad7551c201d52e8171475,DDoS,cpu,881867ee9faad7551c201d52e8171475,881867ee9faad7551c201d52e8171475,k-SVC,881867ee9faad7551c201d52e8171475,881867ee9faad7551c201d52e8171475,0.99,0.3453957599234096,cpu,1725649580.5194223,1725649568.8107054,13.03930803,0.1303930803,cpu,1725649568.8104725,1725649551.210561,19.68104745,0.0656034915,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,881867ee9faad7551c201d52e8171475,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,64.6333247339072,,,,,,,881867ee9faad7551c201d52e8171475,auto,rbf
1454,train,deckard.base.experiment.Experiment,88c69a2aae6bc4bedeb4b829afacd591,DDoS,cpu,88c69a2aae6bc4bedeb4b829afacd591,88c69a2aae6bc4bedeb4b829afacd591,k-SVC,88c69a2aae6bc4bedeb4b829afacd591,88c69a2aae6bc4bedeb4b829afacd591,0.51,16.924000433506237,cpu,1725648662.6476138,1725648652.2696953,10.64554135,0.1064554135,cpu,1725648652.269418,1725648636.9287748,15.6887657,0.0522958856666666,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,88c69a2aae6bc4bedeb4b829afacd591,predictions.json,reports/gzip_svc/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,,,1,Ratio,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random,Vanilla,36.92170188914644,,,,,,,88c69a2aae6bc4bedeb4b829afacd591,auto,rbf
